id,gender,birth,degree
82163,F,1995-08-10,1b
82164,F,1993-11-15,1a
82165,M,1979-10-05,1b
82166,M,1992-09-02,1b
82167,M,1988-08-02,1b
82168,F,1995-02-25,1a
82169,M,1992-03-15,1g
82170,F,1987-05-08,1a
82171,M,1994-09-11,1b
82172,F,1996-04-10,1c
82173,M,1981-08-23,1c
82174,F,1996-07-25,1b
82175,F,1974-08-16,1b
82176,M,1994-10-20,1b
82177,M,1996-01-02,1b
82178,F,1995-10-06,1b
82179,F,1995-02-21,1b
82180,F,1990-08-14,1a
82181,F,1990-07-25,1a
82182,M,1992-08-01,1g
82183,F,1977-06-20,1c
82184,F,1991-03-11,1b
82185,F,1992-01-03,1b
82186,M,1987-08-26,1b
82187,F,1993-03-08,1a
82188,F,1987-02-20,1b
82189,M,1967-11-26,1g
82190,M,1993-08-01,1c
82191,F,1999-01-17,1c
82192,F,1989-08-27,1a
82193,M,1986-02-13,1c
82194,M,1994-04-19,1b
82195,M,1990-04-12,1b
82196,M,1952-11-01,1d
82197,F,1993-05-04,1a
82198,F,1987-12-09,1a
82199,F,1995-07-04,1b
82200,M,1963-12-07,1b
82201,F,1991-11-24,1a
82202,M,1995-10-15,1c
82203,M,1993-04-15,1g
82204,F,1994-05-13,1b
82205,M,1994-03-28,1b
82206,M,1969-07-18,1b
82207,M,1995-02-10,1b
82208,F,1984-07-09,1b
82209,F,1996-03-09,1b
82210,F,1993-09-10,1a
82211,F,1995-06-19,1b
82212,M,1988-04-20,1a
82213,F,1994-05-01,1b
82214,M,1996-02-15,1b
82215,F,1997-05-12,1b
82216,F,1996-01-28,1b
82217,M,1991-06-06,1a
82218,M,2015-08-03,1g
82219,F,1979-08-02,1b
82220,F,1981-02-20,1c
82221,F,1982-01-08,1b
82222,M,1995-03-19,1c
82223,M,1995-08-07,1b
82224,F,1977-10-14,1a
82225,F,1991-03-27,1a
82226,M,2016-11-24,1g
82227,M,1998-05-25,1g
82228,F,1986-05-04,1e
82229,M,1993-05-25,1g
82230,M,1997-07-29,1e
82231,M,1993-06-17,1b
82232,M,1990-04-29,1b
82233,F,1994-08-28,1b
82234,F,1981-09-18,1b
82235,F,2013-03-18,1g
82236,M,1980-01-01,1a
82237,M,1996-07-17,1b
82238,F,1989-08-03,1b
82239,F,1996-04-29,1b
82240,F,1995-10-06,1b
82241,M,1991-12-07,1g
82242,M,1986-01-16,1a
82243,M,1996-05-07,1b
82244,F,1952-06-05,1g
82245,M,1949-11-19,1g
82246,M,1999-07-26,1b
82247,F,1981-05-03,1a
82248,M,1982-12-20,1c
82249,F,1989-10-13,1b
82250,F,1993-02-16,1a
82251,M,1980-07-30,1b
82252,F,1982-10-10,1a
82253,F,1986-02-09,1b
82254,M,1987-08-01,1d
82255,M,1994-01-04,1c
82256,M,1996-09-13,1d
82257,M,1989-01-01,1a
82258,F,1996-09-24,1b
82259,M,1993-06-18,1b
82260,M,1990-01-17,1b
82261,M,1995-12-19,1b
82262,M,1994-04-16,1d
82263,M,1996-07-23,1c
82264,F,1994-01-24,1b
82265,M,1997-03-27,1b
82266,F,1974-06-01,1g
82267,F,1998-01-23,1c
82268,F,1994-03-31,1a
82269,F,1995-05-15,1c
82270,M,1982-05-08,1b
82271,F,1998-10-08,1b
82272,F,1995-12-01,1b
82273,M,1990-02-11,1a
82274,M,1997-10-24,1c
82275,F,1993-01-11,1a
82276,F,1982-01-31,1b
82277,M,1994-08-20,1c
82278,F,1990-02-16,1a
82279,M,1983-01-14,1a
82280,F,1997-09-15,1g
82281,F,2012-09-04,1g
82282,F,1996-03-06,1b
82283,M,1971-12-03,1c
82284,F,1990-12-14,1a
82285,F,1963-07-17,1g
82286,F,1992-05-04,1c
82287,F,1990-03-10,1b
82288,F,1987-08-23,1b
82289,M,1965-09-19,1d
82290,M,1989-01-05,1b
82291,M,1994-09-20,1c
82292,F,2015-12-16,1h
82293,F,1979-01-18,1a
82294,F,1996-05-28,1b
82295,M,1999-03-28,1c
82296,F,1993-11-13,1a
82297,M,1980-10-10,1g
82298,F,1990-06-17,1b
82299,F,1995-05-18,1b
82300,F,1996-06-10,1a
82301,F,1996-03-19,1b
82302,M,2015-12-14,1h
82303,M,1996-08-23,1a
82304,M,1990-12-11,1a
82305,M,1990-03-28,1c
82306,F,1967-03-14,1a
82307,M,1995-10-14,1b
82308,F,2001-01-12,1e
82309,F,1972-03-05,1g
82310,M,1973-03-28,1g
82311,F,1994-07-30,1g
82312,F,1993-10-01,1b
82313,F,1979-12-20,1d
82314,F,1991-04-23,1a
82315,F,1990-04-19,1d
82316,M,1993-05-02,1b
82317,F,2012-03-01,1f
82318,F,2012-07-18,1f
82319,M,1992-06-22,1b
82320,F,2011-10-26,1f
82321,F,2011-09-14,1f
82322,F,2012-04-05,1f
82323,F,2011-09-28,1f
82324,F,1994-12-10,1a
82325,M,1985-04-12,1b
82326,M,1994-07-30,1b
82327,F,1988-03-24,1a
82328,F,2012-04-14,1f
82329,M,1975-09-10,1g
82330,M,1972-03-23,1b
82331,F,1988-08-13,1a
82332,F,1966-09-11,1b
82333,M,1985-01-15,1b
82334,F,2012-02-01,1f
82335,M,1976-07-12,1c
82336,F,1989-01-04,1b
82337,M,1986-11-19,1g
82338,M,1993-04-18,1g
82339,F,1989-09-21,1a
82340,M,1986-09-24,1a
82341,F,1974-03-03,1b
82342,M,1951-09-07,1e
82343,M,1996-11-16,1b
82344,F,1993-08-26,1g
82345,F,1997-08-15,1b
82346,F,1988-12-16,1g
82347,F,1991-08-28,1b
82348,F,1992-03-10,1b
82349,M,1962-03-06,1g
82350,F,1995-06-18,1b
82351,,,
82352,F,1995-01-02,1c
82353,F,1991-10-12,1b
82354,F,1995-08-29,1b
82355,F,1990-03-14,1b
82356,M,1989-02-07,1a
82357,F,2012-06-30,1f
82358,M,1992-02-09,1b
82359,F,1992-03-08,1b
82360,M,1966-01-03,1d
82361,M,1987-01-24,1b
82362,F,1992-08-25,1b
82363,F,1990-11-09,1b
82364,F,1955-12-22,1g
82365,F,2016-10-06,1g
82366,F,1994-03-26,1b
82367,M,1981-05-18,1a
82368,M,1954-06-28,1c
82369,F,1964-04-28,1a
82370,M,1991-06-30,1a
82371,M,1991-01-02,1b
82372,F,1949-11-20,1b
82373,M,2017-01-01,1h
82374,F,1989-02-05,1c
82375,F,1975-09-25,1d
82376,M,1980-07-17,1a
82377,M,2012-04-11,1f
82378,M,2011-12-22,1f
82379,F,2011-09-21,1f
82380,M,2011-12-31,1f
82381,F,1959-11-15,1g
82382,F,1987-02-18,1a
82383,M,2012-08-24,1f
82384,F,1990-10-14,1b
82385,F,2011-10-18,1f
82386,M,1977-08-20,1a
82387,F,1993-10-27,1b
82388,F,1985-08-28,1c
82389,M,1997-09-12,1g
82390,F,1997-07-29,1b
82391,F,2012-02-29,1f
82392,M,2011-12-25,1f
82393,F,1987-11-24,1b
82394,M,1989-09-18,1a
82395,F,1992-03-18,1d
82396,M,1990-12-09,1b
82397,F,1987-03-21,1a
82398,F,1995-01-26,1a
82399,F,1996-04-11,1a
82400,F,1988-07-30,1a
82401,F,1987-07-31,1b
82402,M,1993-04-20,1b
82403,M,2012-06-10,1g
82404,M,1994-12-19,1b
82405,F,2012-05-14,1f
82406,M,1984-07-27,1b
82407,F,1997-07-15,1b
82408,F,1990-08-08,1c
82409,M,1991-04-20,1b
82410,M,1990-01-13,1a
82411,F,1995-04-18,1b
82412,M,1990-05-29,1b
82413,M,2012-05-08,1f
82414,F,2012-08-20,1f
82415,F,2012-07-11,1f
82416,F,2017-05-17,1g
82417,F,1997-10-20,1b
82418,F,2011-09-26,1f
82419,F,1998-04-30,1g
82420,F,1983-03-24,1b
82421,F,2011-09-30,1f
82422,M,1950-05-01,1g
82423,F,2012-04-03,1f
82424,M,2011-09-03,1f
82425,M,2011-11-04,1f
82426,F,2011-12-25,1f
82427,F,1981-03-10,1b
82428,M,1995-08-14,1b
82429,F,1957-01-28,1g
82430,F,1994-05-08,1b
82431,F,1992-02-17,1a
82432,F,1991-02-03,1c
82433,F,2011-10-29,1f
82434,F,1985-10-29,1g
82435,M,2012-02-28,1f
82436,F,1997-12-03,1c
82437,F,1996-07-12,1a
82438,F,1993-07-10,1b
82439,M,1993-04-06,1b
82440,M,1995-09-24,1b
82441,F,1987-03-20,1b
82442,F,1997-03-04,1b
82443,F,2004-11-23,1e
82444,F,1998-05-15,1b
82445,F,1949-03-27,1g
82446,F,2012-04-17,1f
82447,F,1992-08-07,1b
82448,F,1992-02-12,1b
82449,M,1980-06-11,1c
82450,F,1994-11-15,1g
82451,F,1989-02-07,1c
82452,F,1996-02-02,1a
82453,M,2011-11-28,1f
82454,F,1996-08-18,1a
82455,F,1995-07-14,1g
82456,M,1988-10-04,1g
82457,F,1973-01-15,1g
82458,M,2012-01-26,1f
82459,F,1995-07-26,1a
82460,M,2011-12-15,1f
82461,M,2011-12-06,1f
82462,F,1996-03-10,1b
82463,M,1982-11-04,1b
82464,F,1996-12-22,1b
82465,,,
82466,M,1991-09-01,1a
82467,M,1995-08-26,1b
82468,F,2016-04-05,1h
82469,F,1980-09-18,1b
82470,M,1953-03-27,1b
82471,F,1990-10-20,1b
82472,M,1978-04-03,1g
82473,M,1975-08-04,1a
82474,M,1989-05-30,1a
82475,F,1984-02-12,1a
82476,F,1986-08-05,1b
82477,F,1992-08-03,1b
82478,F,1997-07-06,1b
82479,M,1993-08-06,1b
82480,F,1994-10-09,1b
82481,M,1951-11-20,1c
82482,F,1982-09-14,1a
82483,F,2013-07-11,1g
82484,F,1997-05-10,1b
82485,F,1991-08-12,1b
82486,M,2012-09-05,1g
82487,F,1997-11-25,1b
82488,M,1992-02-03,1b
82489,F,1984-11-23,1a
82490,F,1982-03-18,1c
82491,F,1993-02-12,1b
82492,F,1987-12-26,1a
82493,M,2015-07-07,1g
82494,M,1992-07-15,1g
82495,F,1990-06-26,1b
82496,M,1995-09-04,1b
82497,F,2014-08-20,1h
82498,M,1986-09-23,1g
82499,M,1994-02-12,1b
82500,F,1985-11-25,1a
82501,M,1994-11-26,1b
82502,F,1972-08-08,1b
82503,F,1986-11-29,1c
82504,M,1994-03-20,1g
82505,F,1992-03-25,1b
82506,F,1997-10-05,1g
82507,F,1996-11-16,1g
82508,,,
82509,F,1992-11-26,1b
82510,F,1996-04-14,1g
82511,M,1991-07-21,1b
82512,F,1983-03-22,1g
82513,M,1992-10-10,1b
82514,F,1972-11-25,1b
82515,M,2014-12-09,1h
82516,M,1989-10-15,1b
82517,F,2012-12-10,1g
82518,F,2013-08-30,1h
82519,F,2013-05-15,1g
82520,M,2017-11-30,1g
82521,F,1981-09-01,1d
82522,F,1988-10-06,1b
82523,M,1972-12-12,1c
82524,M,1989-04-07,1b
82525,M,1993-12-26,1b
82526,F,1998-03-31,1b
82527,M,1993-01-21,1b
82528,M,1969-04-29,1b
82529,M,1998-02-27,1c
82530,F,1984-12-26,1a
82531,F,1994-03-03,1b
82532,F,1980-10-03,1b
82533,F,1995-09-13,1b
82534,F,1994-10-06,1a
82535,M,1984-01-17,1b
82536,M,1985-02-10,1c
82537,F,1996-04-13,1b
82538,M,1982-10-30,1a
82539,F,1996-02-03,1b
82540,M,2014-04-25,1g
82541,M,2012-12-22,1g
82542,M,2015-08-13,1g
82543,F,1995-07-22,1b
82544,F,1995-10-01,1b
82545,F,1990-06-03,1b
82546,F,1963-02-19,1c
82547,M,1993-10-01,1b
82548,F,1987-01-11,1b
82549,F,1995-11-11,1b
82550,F,1955-11-30,1d
82551,F,1989-08-14,1g
82552,M,1986-07-09,1g
82553,F,1993-04-22,1b
82554,F,2018-02-18,1h
82555,F,2012-10-24,1f
82556,F,1983-08-03,1b
82557,M,1981-06-10,1e
82558,M,1991-01-18,1g
82559,F,1993-02-20,1b
82560,M,1994-02-22,1b
82561,F,2013-07-22,1g
82562,M,1988-07-28,1b
82563,F,1993-04-16,1c
82564,F,1990-12-14,1b
82565,F,1987-05-22,1b
82566,M,1993-08-28,1c
82567,F,2016-05-04,1h
82568,M,2014-03-12,1g
82569,M,1987-05-25,1c
82570,M,1994-03-08,1b
82571,F,1978-01-29,1c
82572,M,1970-04-09,1a
82573,M,1994-02-07,1c
82574,F,2015-02-16,1g
82575,F,1997-04-28,1b
82576,F,1991-02-02,1b
82577,F,1982-04-12,1b
82578,M,1987-03-27,1c
82579,M,1981-09-02,1c
82580,M,1994-08-21,1b
82581,F,1980-08-29,1b
82582,M,1972-01-22,1b
82583,F,1995-08-12,1b
82584,F,1983-11-10,1a
82585,F,1978-09-08,1c
82586,M,1993-02-15,1g
82587,M,1989-08-03,1b
82588,M,1991-11-01,1a
82589,F,1994-07-01,1b
82590,F,1983-11-18,1e
82591,F,2016-06-27,1h
82592,M,1985-10-24,1c
82593,F,1995-10-18,1g
82594,M,2010-12-11,1g
82595,M,1972-04-03,1c
82596,M,1990-10-14,1b
82597,M,1983-08-23,1a
82598,M,1967-02-01,1d
82599,F,1995-11-22,1b
82600,F,1990-11-01,1a
82601,F,1983-08-12,1b
82602,F,1998-06-16,1b
82603,F,1986-09-15,1c
82604,M,1982-09-05,1g
82605,F,1994-06-23,1a
82606,F,1983-05-21,1b
82607,F,1994-10-29,1b
82608,M,1990-11-13,1b
82609,F,1982-07-26,1c
82610,F,1977-03-17,1d
82611,F,1994-09-01,1a
82612,M,1992-07-09,1b
82613,F,1993-11-25,1a
82614,M,1997-04-04,1c
82615,F,1990-06-10,1b
82616,F,1995-05-08,1b
82617,F,1990-12-27,1a
82618,M,1978-03-16,1a
82619,F,1982-05-19,1b
82620,F,1994-09-13,1b
82621,F,1980-10-18,1g
82622,M,1992-08-20,1e
82623,M,1958-12-04,1b
82624,M,2016-04-16,1h
82625,F,1980-05-26,1a
82626,F,1982-02-04,1b
82627,F,1991-11-23,1a
82628,F,1988-05-24,1b
82629,M,1996-09-18,1b
82630,F,1990-06-22,1a
82631,F,1992-09-28,1b
82632,F,1997-08-07,1g
82633,M,1988-11-07,1b
82634,F,1996-10-01,1b
82635,M,1979-11-06,1b
82636,M,1990-08-03,1a
82637,M,1986-11-22,1b
82638,M,1990-07-02,1b
82639,M,1985-07-20,1b
82640,M,1986-02-07,1c
82641,M,1995-06-12,1b
82642,F,1995-10-15,1b
82643,F,1968-10-26,1a
82644,F,1994-03-25,1b
82645,M,1990-02-26,1a
82646,F,1993-06-12,1a
82647,F,1997-10-26,1b
82648,F,1995-10-01,1b
82649,F,1986-11-01,1b
82650,F,1989-10-07,1c
82651,M,2014-06-19,1h
82652,M,1992-12-05,1b
82653,F,1985-02-24,1c
82654,M,1991-11-28,1c
82655,M,1990-09-05,1b
82656,F,1990-03-10,1b
82657,F,1992-08-10,1b
82658,F,1995-06-16,1b
82659,F,1996-01-01,1b
82660,M,1972-02-17,1a
82661,M,1992-11-30,1a
82662,F,1997-07-12,1g
82663,F,1995-07-07,1c
82664,F,2001-03-21,1b
82665,F,1984-03-12,1b
82666,F,1959-02-06,1a
82667,M,1984-10-20,1b
82668,F,1956-12-22,1c
82669,F,1971-01-12,1d
82670,F,1989-03-07,1b
82671,F,1995-01-02,1b
82672,F,1996-11-08,1b
82673,F,1999-04-15,1g
82674,M,1991-12-01,1b
82675,M,2016-12-22,1g
82676,M,1982-02-04,1b
82677,M,1985-12-15,1b
82678,M,1991-05-17,1c
82679,F,1997-09-12,1b
82680,F,1970-03-03,1g
82681,M,2013-08-15,1g
82682,M,2016-06-07,1h
82683,M,1993-01-06,1a
82684,F,1993-01-01,1b
82685,F,2017-02-09,1h
82686,F,1980-10-23,1b
82687,M,1998-08-25,1c
82688,M,2011-09-14,1f
82689,M,1995-11-04,1b
82690,F,2012-05-07,1f
82691,M,1995-05-20,1b
82692,F,1994-02-21,1a
82693,F,1998-01-26,1b
82694,M,1995-02-08,1c
82695,F,1957-11-25,1g
82696,F,1990-09-02,1a
82697,M,1997-05-23,1a
82698,F,1995-08-24,1b
82699,M,2012-06-18,1f
82700,,,1g
82701,F,1995-11-22,1a
82702,F,1990-06-05,1b
82703,M,1992-11-19,1b
82704,F,2001-10-11,1e
82705,F,1995-04-20,1a
82706,F,1994-05-16,1b
82707,F,2012-01-26,1f
82708,F,1990-02-14,1a
82709,F,1998-10-31,1b
82710,F,1985-12-10,1a
82711,M,2012-07-06,1f
82712,F,2011-10-09,1f
82713,F,2012-03-17,1f
82714,M,2012-07-22,1f
82715,F,2012-07-31,1f
82716,F,2011-09-19,1f
82717,M,2012-04-27,1f
82718,M,2012-01-19,1f
82719,M,1990-10-08,1g
82720,F,1960-10-16,1g
82721,F,1973-08-04,1g
82722,M,1952-01-15,1g
82723,F,1985-08-29,1a
82724,M,1985-09-08,1b
82725,F,1986-10-01,1g
82726,M,1961-12-19,1c
82727,M,1961-11-25,1g
82728,F,1981-10-18,1b
82729,M,2012-07-10,1f
82730,F,1973-07-18,1a
82731,M,1996-08-13,1b
82732,F,1972-11-12,1c
82733,F,1995-12-15,1b
82734,F,1994-10-14,1c
82735,F,1985-05-25,1b
82736,M,1998-07-25,1b
82737,M,1987-12-22,1b
82738,M,1994-07-29,1b
82739,F,1977-02-25,1b
82740,F,1974-06-03,1a
82741,F,1997-09-06,1b
82742,M,1995-10-23,1b
82743,F,1981-09-28,1g
82744,F,1984-12-24,1d
82745,F,1993-07-31,1b
82746,M,2015-05-04,1h
82747,F,1994-03-02,1a
82748,M,1988-06-23,1a
82749,F,2016-07-18,1h
82750,F,1995-10-10,1c
82751,F,1985-05-06,1g
82752,F,1996-03-01,1b
82753,F,1994-05-14,1c
82754,M,1994-09-24,1a
82755,F,1988-09-30,1c
82756,M,1993-11-16,1a
82757,F,1996-09-02,1b
82758,F,1983-05-20,1a
82759,M,1994-05-27,1a
82760,M,1952-08-12,1b
82761,M,1989-07-19,1b
82762,M,1987-08-10,1c
82763,F,1979-02-24,1b
82764,F,1995-08-19,1a
82765,F,2018-07-04,1h
82766,F,1980-07-28,1d
82767,M,1988-08-20,1b
82768,M,1992-07-13,1b
82769,M,2011-12-01,1f
82770,F,2012-01-27,1f
82771,F,2012-04-05,1f
82772,F,1991-10-14,1c
82773,F,1951-08-11,1d
82774,M,1999-09-20,1b
82775,F,1983-04-19,1b
82776,F,1954-10-02,1g
82777,F,1955-08-02,1g
82778,F,1972-08-05,1a
82779,F,1995-09-20,1c
82780,F,1960-08-09,1c
82781,F,2013-08-03,1h
82782,F,1995-08-02,1g
82783,F,1979-11-25,1b
82784,F,1986-10-18,1c
82785,F,1980-10-04,1g
82786,M,1969-01-09,1b
82787,M,1970-12-17,1a
82788,M,1986-10-09,1a
82789,F,1994-05-23,1g
82790,M,1966-01-20,1a
82791,M,2013-11-20,1h
82792,F,1996-11-18,1b
82793,F,1987-03-11,1b
82794,M,2018-03-13,1h
82795,M,2018-09-23,1h
82796,M,1996-08-30,1g
82797,F,1995-11-06,1a
82798,F,1997-11-20,1g
82799,F,1989-02-05,1c
82800,F,2011-09-04,1f
82801,F,1977-12-13,1c
82802,F,1993-07-06,1b
82803,F,1995-01-27,1b
82804,M,1965-09-02,1d
82805,M,1947-06-09,1g
82806,F,1989-10-12,1c
82807,F,2012-02-02,1f
82808,F,2012-05-05,1f
82809,M,1945-05-06,1g
82810,M,2011-09-15,1f
82811,M,1997-11-15,1g
82812,M,1995-04-05,1d
82813,F,1992-11-09,1a
82814,M,1990-09-08,1g
82815,M,1996-04-11,1a
82816,M,2012-08-28,1f
82817,F,1994-03-10,1c
82818,F,1985-07-30,1b
82819,F,1983-01-13,1b
82820,F,1989-09-28,1b
82821,F,1994-01-26,1d
82822,M,2009-02-02,1g
82823,M,1986-04-05,1c
82824,F,1994-02-01,1g
82825,F,2011-12-24,1f
82826,M,1988-12-14,1g
82827,F,1988-09-12,1b
82828,F,2012-07-17,1f
82829,M,2011-09-18,1f
82830,M,2012-06-04,1f
82831,M,2012-08-05,1f
82832,F,2012-04-02,1f
82833,M,2011-08-21,1f
82834,M,2012-04-26,1f
82835,M,1981-01-13,1b
82836,M,2012-04-26,1f
82837,F,1940-07-07,1c
82838,F,2010-02-01,1f
82839,M,1963-08-04,1b
82840,M,1974-11-09,1b
82841,M,1999-07-24,1e
82842,M,1995-11-14,1b
82843,M,2015-03-10,1g
82844,F,1992-09-27,1e
82845,M,1993-10-03,1g
82846,M,1962-08-27,1a
82847,M,1988-10-23,1b
82848,M,1968-06-13,1d
82849,F,1978-08-08,1c
82850,F,1995-09-17,1b
82851,M,1972-06-11,1b
82852,M,1992-07-07,1a
82853,F,1997-06-01,1b
82854,M,2014-01-20,1h
82855,F,1993-09-08,1a
82856,F,1994-08-24,1c
82857,M,1995-08-25,1b
82858,F,1996-02-06,1a
82859,F,1986-05-27,1g
82860,F,1997-11-11,1b
82861,M,1995-06-01,1g
82862,M,1988-08-27,1b
82863,F,1981-01-04,1g
82864,M,1997-06-01,1b
82865,F,1996-06-12,1b
82866,F,1996-06-13,1b
82867,F,1988-12-06,1a
82868,M,2000-04-20,1b
82869,M,1995-08-29,1a
82870,F,1992-08-04,1b
82871,F,1952-05-10,1c
82872,F,1986-11-10,1a
82873,F,1991-10-06,1b
82874,F,1990-06-14,1b
82875,F,1997-09-06,1b
82876,M,2012-04-27,1f
82877,M,2011-12-29,1f
82878,M,1994-10-13,1b
82879,M,1995-02-05,1b
82880,F,2012-08-09,1f
82881,M,2012-07-16,1f
82882,F,2012-02-19,1f
82883,M,2012-02-14,1f
82884,F,2012-02-25,1f
82885,M,2012-08-13,1f
82886,M,2011-12-08,1f
82887,F,1997-02-25,1c
82888,M,1983-01-26,1b
82889,M,1996-10-28,1b
82890,M,1971-01-29,1b
82891,F,2014-01-18,1h
82892,F,2018-04-24,1h
82893,F,1997-01-01,1b
82894,F,1978-10-08,1a
82895,M,2011-09-27,1f
82896,M,1999-10-25,1d
82897,M,2011-11-09,1f
82898,F,1999-01-01,1b
82899,F,1987-11-02,1a
82900,F,1953-01-25,1g
82901,F,1998-12-18,1b
82902,M,1996-08-21,1b
82903,F,1987-08-26,1b
82904,F,1989-11-17,1b
82905,F,2012-07-19,1f
82906,F,1998-08-12,1c
82907,F,1992-11-01,1b
82908,F,2011-10-09,1f
82909,F,1963-02-24,1c
82910,F,1981-09-28,1c
82911,F,1996-02-25,1b
82912,M,1993-07-18,1g
82913,M,2013-02-13,1g
82914,F,1993-08-30,1b
82915,F,1991-10-12,1a
82916,M,1991-12-13,1b
82917,F,1968-08-15,1g
82918,F,1980-08-24,1b
82919,F,1993-04-10,1b
82920,F,1979-02-15,1c
82921,F,2012-04-07,1f
82922,F,1992-06-22,1b
82923,M,1995-09-16,1c
82924,F,1996-02-15,1c
82925,F,1982-09-07,1c
82926,F,1981-05-05,1b
82927,F,1995-08-01,1a
82928,M,1960-10-29,1g
82929,M,1996-10-06,1b
82930,F,1981-09-17,1g
82931,F,2012-08-08,1f
82932,M,2011-10-07,1f
82933,F,2012-08-03,1f
82934,M,2012-07-20,1f
82935,M,2012-03-11,1f
82936,M,2012-02-03,1f
82937,F,2011-11-21,1f
82938,F,2012-03-06,1f
82939,F,2012-07-04,1f
82940,M,1992-05-11,1b
82941,M,1986-07-27,1a
82942,F,1995-04-24,1a
82943,M,1959-10-21,1d
82944,F,1995-10-03,1b
82945,M,1982-03-14,1b
82946,F,1975-12-19,1e
82947,M,1993-06-03,1a
82948,M,1993-07-11,1b
82949,F,1995-08-28,1a
82950,M,1979-05-01,1b
82951,M,1997-11-24,1d
82952,F,1995-03-14,1b
82953,M,1995-07-26,1c
82954,F,2014-11-03,1g
82955,M,2014-02-05,1g
82956,M,1995-08-28,1b
82957,F,1994-05-10,1b
82958,F,1993-05-13,1b
82959,F,1972-11-20,1b
82960,F,1995-05-31,1b
82961,F,2013-11-30,1g
82962,F,1997-12-30,1b
82963,F,1997-11-06,1c
82964,F,1990-04-18,1g
82965,M,1983-01-27,1b
82966,M,1949-10-12,1d
82967,F,1981-09-22,1g
82968,F,1989-12-31,1b
82969,F,1992-04-20,1c
82970,M,1993-09-12,1c
82971,F,1981-11-18,1a
82972,F,1979-04-30,1c
82973,F,1964-08-20,1d
82974,M,1982-09-13,1b
82975,F,1994-11-11,1c
82976,M,1984-03-26,1c
82977,M,1974-07-30,1b
82978,M,1996-01-31,1b
82979,M,1997-01-17,1c
82980,F,1984-02-16,1c
82981,F,1989-01-18,1b
82982,F,2011-09-30,1f
82983,F,2012-01-13,1f
82984,F,1990-06-29,1c
82985,F,1985-06-10,1c
82986,F,1999-10-02,1d
82987,M,1991-09-19,1b
82988,F,1997-07-16,1b
82989,M,1978-08-16,1b
82990,M,1994-09-11,1c
82991,M,1993-03-08,1b
82992,F,1998-02-23,1c
82993,M,1994-09-21,1b
82994,F,1987-11-15,1b
82995,M,1989-07-25,1b
82996,M,1995-09-14,1c
82997,F,1983-01-11,1a
82998,F,1989-09-11,1a
82999,M,1973-03-19,1g
83000,F,1995-03-21,1c
83001,M,1964-04-02,1b
83002,M,1996-03-23,1b
83003,F,1991-08-30,1b
83004,M,1977-01-29,1a
83005,M,1993-11-15,1b
83006,F,1992-12-14,1a
83007,M,2015-09-11,1h
83008,M,1991-11-04,1b
83009,M,1988-02-09,1b
83010,F,1999-11-08,1b
83011,M,1981-12-10,1g
83012,M,2013-07-25,1h
83013,M,1978-03-16,1b
83014,M,2012-05-28,1f
83015,M,1992-05-30,1b
83016,F,1992-10-03,1b
83017,F,1992-02-09,1a
83018,F,2016-03-04,1h
83019,M,1992-01-08,1b
83020,F,1991-02-18,1g
83021,F,1981-03-08,1b
83022,M,2012-11-25,1h
83023,M,1993-10-22,1b
83024,F,1979-01-22,1d
83025,M,1976-11-27,1b
83026,F,1998-03-03,1d
83027,M,1992-09-10,1b
83028,F,1992-12-19,1b
83029,M,1993-03-18,1b
83030,F,1993-07-10,1c
83031,M,1993-07-03,1e
83032,F,2013-01-30,1f
83033,F,1993-06-01,1b
83034,M,1986-05-29,1d
83035,M,1987-09-18,1b
83036,M,1981-11-02,1a
83037,F,1987-06-18,1d
83038,M,1980-05-31,1b
83039,F,1994-01-04,1b
83040,F,1996-06-10,1b
83041,F,1993-03-28,1a
83042,M,1992-02-16,1b
83043,F,1989-03-25,1c
83044,F,1975-08-06,1c
83045,F,2012-01-06,1f
83046,F,1975-11-09,1b
83047,M,1995-06-20,1b
83048,F,1994-10-17,1b
83049,F,1996-02-08,1b
83050,M,1977-03-15,1a
83051,M,1979-05-16,1a
83052,M,1988-02-12,1b
83053,F,1995-08-26,1a
83054,M,1991-01-25,1b
83055,F,1990-01-04,1a
83056,F,1993-01-19,1b
83057,F,2001-07-15,1d
83058,F,1987-08-26,1b
83059,F,1992-05-03,1a
83060,M,1992-10-22,1a
83061,M,1995-11-20,1b
83062,M,2013-04-29,1g
83063,M,1995-03-31,1b
83064,M,1995-01-19,1b
83065,M,1989-11-20,1a
83066,M,1987-02-09,1a
83067,F,1968-11-19,1b
83068,M,1978-06-25,1c
83069,F,1982-03-03,1b
83070,M,1995-11-24,1b
83071,F,1994-12-30,1a
83072,M,1963-10-08,1b
83073,F,2016-10-29,1g
83074,M,1978-08-19,1b
83075,M,1977-10-24,1b
83076,M,2013-01-03,1h
83077,M,1967-08-17,1a
83078,F,1991-07-26,1a
83079,M,1951-12-26,1d
83080,M,1997-12-14,1c
83081,M,2012-10-10,1h
83082,F,1991-10-01,1g
83083,F,1993-03-22,1b
83084,M,1991-03-08,1b
83085,M,1971-11-24,1b
83086,M,1986-02-24,1c
83087,M,1992-02-14,1g
83088,F,1992-06-15,1a
83089,M,2015-01-31,1g
83090,F,1977-07-25,1b
83091,M,1989-08-27,1b
83092,F,1993-08-30,1a
83093,F,1981-03-20,1b
83094,F,1987-01-09,1a
83095,F,1997-03-14,1b
83096,F,1992-08-14,1a
